ds,y
2020-07-23,195.62251596279557
2020-07-24,191.00383303530145
2020-07-25,262.30349045962464
2020-07-26,258.8485361915048
2020-07-27,204.3561610942683
2020-07-28,189.7021463391681
2020-07-29,191.28095591852914
2020-07-30,204.27774261310057
2020-07-31,182.8969865221951
2020-08-01,264.021147224249
2020-08-02,266.8114144021746
2020-08-03,188.40976298335437
2020-08-04,195.49181384785427
2020-08-05,207.59022498942824
2020-08-06,208.28512638624284
2020-08-07,205.65371048977494
2020-08-08,285.29755522191124
2020-08-09,280.5218770018003
2020-08-10,209.90847176367308
2020-08-11,216.6645636162094
2020-08-12,223.69184422754674
2020-08-13,218.4282920200731
2020-08-14,222.75686381194498
2020-08-15,249.27238766641727
2020-08-16,274.6497086024353
2020-08-17,233.3345734850446
2020-08-18,210.61747156121325
2020-08-19,219.9660329208936
2020-08-20,213.21452412034512
2020-08-21,222.53211098970166
2020-08-22,267.41433928399636
2020-08-23,297.05439990744225
2020-08-24,220.4447972990455
2020-08-25,223.7637814168932
2020-08-26,233.31251437281057
2020-08-27,227.2688092554774
2020-08-28,225.29123329160723
2020-08-29,287.41359874860154
2020-08-30,281.61716123487344
2020-08-31,208.4344888279351
2020-09-01,212.6126193959044
2020-09-02,216.24675023789072
2020-09-03,228.89789952341224
2020-09-04,246.95678618035163
2020-09-05,287.46490020603534
2020-09-06,279.053007364948
2020-09-07,237.32572027680703
2020-09-08,211.33418766559936
2020-09-09,204.0806158629204
2020-09-10,233.47032996150344
2020-09-11,225.8843367147049
2020-09-12,280.70948535872316
2020-09-13,294.8820216312792
2020-09-14,231.40162279332284
2020-09-15,245.6918427072137
2020-09-16,212.9923383118336
2020-09-17,238.27367923882085
2020-09-18,236.2797669718471
2020-09-19,298.88551886203163
2020-09-20,317.2824192978089
2020-09-21,234.12898983136844
2020-09-22,234.8633112335277
2020-09-23,256.56555889727707
2020-09-24,235.15852024853825
2020-09-25,223.98174738460992
2020-09-26,314.22655295903076
2020-09-27,314.59762539749903
2020-09-28,235.7980625793354
2020-09-29,230.8761892337279
2020-09-30,244.07622995880033
2020-10-01,243.1203803127854
2020-10-02,217.982507949502
2020-10-03,337.0069173261727
2020-10-04,289.4671300685542
2020-10-05,240.08272561341602
2020-10-06,247.27666905134913
2020-10-07,221.89451813380447
2020-10-08,264.25301645140246
2020-10-09,245.41494591722716
2020-10-10,322.62825919501665
2020-10-11,298.4865125685425
2020-10-12,259.74939697708714
2020-10-13,229.70381612576148
2020-10-14,240.38947714569474
2020-10-15,249.83496845821512
2020-10-16,240.08852655847284
2020-10-17,308.8246487580731
2020-10-18,329.6423866190642
2020-10-19,228.8687114377956
2020-10-20,257.89132745560704
2020-10-21,252.18798011119267
2020-10-22,253.27049734645053
2020-10-23,241.69819405940163
2020-10-24,315.158632536382
2020-10-25,317.7710222889451
2020-10-26,257.47572878801446
2020-10-27,267.9572519248377
2020-10-28,263.6853717614004
2020-10-29,253.52008261798352
2020-10-30,250.02031107885776
2020-10-31,338.86264377363835
2020-11-01,322.6123142629306
2020-11-02,253.2999251831784
2020-11-03,246.81781154201875
2020-11-04,259.79635284956385
2020-11-05,258.06036502103217
2020-11-06,262.6304206339898
2020-11-07,346.149026586255
2020-11-08,326.37385130850316
2020-11-09,260.93371186709095
2020-11-10,240.5262725177637
2020-11-11,241.6453932610715
2020-11-12,255.53117706997114
2020-11-13,263.34783081627666
2020-11-14,322.3561253129485
2020-11-15,332.5686130562658
2020-11-16,248.6566285733806
2020-11-17,269.5835657976162
2020-11-18,275.48766328237986
2020-11-19,254.28442228190784
2020-11-20,271.4004715275674
2020-11-21,344.47038596774564
2020-11-22,349.2971766128615
2020-11-23,263.45461310542265
2020-11-24,280.5654590511101
2020-11-25,274.73494499391927
2020-11-26,261.7629791952273
2020-11-27,252.84445695360964
2020-11-28,344.262568584006
2020-11-29,342.65267651134303
2020-11-30,263.44652170361314
2020-12-01,401.12729222700534
2020-12-02,398.91188450749195
2020-12-03,402.3336660205307
2020-12-04,419.30748334990864
2020-12-05,535.0406116602056
2020-12-06,540.3305504479987
2020-12-07,405.8589327119949
2020-12-08,403.9629858763465
2020-12-09,393.23561623009607
2020-12-10,394.31433718522715
2020-12-11,425.53657839916355
2020-12-12,525.278224847929
2020-12-13,524.1928803998139
2020-12-14,408.08667037731874
2020-12-15,413.1473682134847
2020-12-16,400.8390183302455
2020-12-17,421.67196239402523
2020-12-18,428.84398829778985
2020-12-19,537.585413837524
2020-12-20,543.6253794839153
2020-12-21,432.8343586506767
2020-12-22,425.2972247141255
2020-12-23,408.7181509663717
2020-12-24,409.91702783126823
2020-12-25,423.77825268165446
2020-12-26,542.4887588258543
2020-12-27,545.0565520851478
2020-12-28,431.741187439221
2020-12-29,414.9625693592456
2020-12-30,427.88268668429635
